15, 15.000000, 1730926791
21, 17.000000, 1730926791
37, 18.000000, 1730926791
49, 19.000000, 1730926791
112, 20.000000, 1730926791
129, 23.000000, 1730926791
132, 24.000000, 1730926791
142, 25.000000, 1730926791
15, 15.202373, 1730926821
21, 17.246195, 1730926821
37, 18.248859, 1730926821
49, 19.127732, 1730926821
112, 20.143319, 1730926821
129, 22.904242, 1730926821
132, 24.041525, 1730926821
142, 25.164955, 1730926821
15, 15.425047, 1730926851
21, 17.051546, 1730926851
37, 18.493861, 1730926851
49, 19.216813, 1730926851
112, 20.028425, 1730926851
129, 22.821934, 1730926851
132, 24.168773, 1730926851
142, 24.998660, 1730926851
15, 15.545450, 1730926881
21, 17.148849, 1730926881
37, 18.610940, 1730926881
49, 19.238351, 1730926881
112, 19.892291, 1730926881
129, 22.876132, 1730926881
132, 24.404057, 1730926881
142, 25.210006, 1730926881
15, 15.582070, 1730926911
21, 16.937025, 1730926911
37, 18.462509, 1730926911
49, 19.424208, 1730926911
112, 19.685870, 1730926911
129, 22.796535, 1730926911
132, 24.484293, 1730926911
142, 25.240976, 1730926911
15, 15.695207, 1730926941
21, 17.184114, 1730926941
37, 18.344097, 1730926941
49, 19.320232, 1730926941
112, 19.681430, 1730926941
129, 22.777649, 1730926941
132, 24.553713, 1730926941
142, 25.408699, 1730926941
15, 15.707560, 1730926971
21, 17.031165, 1730926971
37, 18.499065, 1730926971
49, 19.090933, 1730926971
112, 19.513017, 1730926971
129, 22.561042, 1730926971
132, 24.406752, 1730926971
142, 25.588542, 1730926971
15, 15.820806, 1730927001
21, 16.975354, 1730927001
37, 18.681429, 1730927001
49, 19.284266, 1730927001
112, 19.355208, 1730927001
129, 22.761202, 1730927001
132, 24.463005, 1730927001
142, 25.429316, 1730927001
15, 15.747264, 1730927031
21, 16.993918, 1730927031
37, 18.636494, 1730927031
49, 19.237315, 1730927031
112, 19.561678, 1730927031
129, 22.822794, 1730927031
132, 24.386911, 1730927031
142, 25.614832, 1730927031
15, 15.528915, 1730927061
21, 16.821491, 1730927061
37, 18.585423, 1730927061
49, 19.131865, 1730927061
112, 19.750870, 1730927061
129, 22.990933, 1730927061
132, 24.423867, 1730927061
142, 25.635573, 1730927061
15, 15.582580, 1730927091
21, 16.752684, 1730927091
37, 18.671019, 1730927091
49, 19.158521, 1730927091
112, 19.994176, 1730927091
129, 23.185962, 1730927091
132, 24.189788, 1730927091
142, 25.425580, 1730927091
15, 15.693158, 1730927121
21, 16.849929, 1730927121
37, 18.676082, 1730927121
49, 19.085013, 1730927121
112, 19.885829, 1730927121
129, 23.090888, 1730927121
132, 24.401027, 1730927121
142, 25.568568, 1730927121
15, 15.479478, 1730927151
21, 16.734396, 1730927151
37, 18.490821, 1730927151
49, 19.014037, 1730927151
112, 19.806078, 1730927151
129, 22.973625, 1730927151
132, 24.443924, 1730927151
142, 25.599309, 1730927151
15, 15.482782, 1730927181
21, 16.865651, 1730927181
37, 18.610065, 1730927181
49, 19.024239, 1730927181
112, 19.583492, 1730927181
129, 23.168172, 1730927181
132, 24.336463, 1730927181
142, 25.737141, 1730927181
15, 15.679177, 1730927211
21, 17.014507, 1730927211
37, 18.712601, 1730927211
49, 18.980228, 1730927211
112, 19.471410, 1730927211
129, 23.119492, 1730927211
132, 24.106496, 1730927211
142, 25.703636, 1730927211
15, 15.597701, 1730927241
21, 17.143620, 1730927241
37, 18.941904, 1730927241
49, 18.839526, 1730927241
112, 19.330804, 1730927241
129, 23.346675, 1730927241
132, 23.979951, 1730927241
142, 25.611724, 1730927241
15, 15.538131, 1730927271
21, 17.272601, 1730927271
37, 18.698070, 1730927271
49, 19.041688, 1730927271
112, 19.110265, 1730927271
129, 23.488681, 1730927271
132, 24.116542, 1730927271
142, 25.784381, 1730927271
15, 15.330338, 1730927301
