142  1735305617  20.097396
21  1735305617  20.097396
15  1735305617  20.097396
37  1735305617  20.097396
132  1735305617  20.097396
15  1735305618  19.865682
15  1735305619  19.928965
37  1735305619  19.865682
142  1735305620  19.865682
21  1735305620  19.865682
15  1735305620  19.854814
132  1735305620  19.865682
37  1735305621  19.928965
15  1735305621  20.046940
15  1735305622  19.839449
142  1735305623  19.928965
21  1735305623  19.928965
37  1735305623  19.854814
132  1735305623  19.928965
15  1735305623  19.930051
15  1735305624  20.179939
37  1735305625  20.046940
15  1735305625  20.135934
142  1735305626  19.854814
21  1735305626  19.854814
132  1735305626  19.854814
15  1735305626  20.311431
37  1735305627  19.839449
15  1735305627  20.108889
